ACO Identifier,ACO Name,Start Date,Track 2 ACO,Advance pay status,Interim payment election,Advanced payment amount,Quality Score,Quality Performance Sharing Rate,Final sharing rate,Minimum Loss Rate (%),Minimum Savings Rate (%),Total benchmark expenditures ($),Total savings/losses ($),Shared Savings ($),Shared Losses ($),Total number of assigned beneficiaries,Total assigned beneficiary person years,Total number of ESRD assigned beneficiary person years,Total number of DISABLED  assigned beneficiary person years,Total number of AGED/DUAL assigned beneficiary person years,Total number of AGED/NON-DUAL assigned beneficiary person years,"Total number of assigned beneficiaries, age 0-64","Total number of assigned beneficiaries, age 65-74","Total number of assigned beneficiaries, age 75-84","Total number of assigned beneficiaries, age 85+","Total number of assigned beneficiaries, Female","Total number of assigned beneficiaries, Male","Total number of assigned beneficiaries, Non-Hispanic White","Total number of assigned beneficiaries, Black","Total number of assigned beneficiaries, Asian","Total number of assigned beneficiaries, Hispanic","Total number of assigned beneficiaries, North American Native","Total number of assigned beneficiaries, Other",Total performance year spending per assigned beneficiary,Total expenditures per assigned ESRD beneficiary,Total expenditures per assigned DISABLED beneficiary,Total expenditures per assigned AGED/DUAL beneficiary,Total expenditures per assigned AGED/NON-DUAL beneficiary,Total inpatient spending per assigned beneficiary,Acute care hospital (IPPS/CAH) spending per assigned beneficiary,Long-term care hospital spending per assigned beneficiary,Inpatient rehabilitation facility (IRF) spending per assigned beneficiary,Inpatient psychiatric hospital spending per assigned beneficiary,Hospice spending per assigned beneficiary,Skilled nursing facility spending per assigned beneficiary,Other inpatient spending per assigned beneficiary,Physician/supplier spending per assigned beneficiary,Ambulance spending per assigned beneficiary,Home health spending per assigned beneficiary,Durable medical equipment spending per assigned beneficiary,"Inpatient hospital discharges per 1,000 person years","Acute care hospital discharges per 1,000 person years","LTCH discharges per 1,000 person years","IRF discharges per 1,000 person years","IPF discharges per 1,000 person years","CHF (PQI8) discharges  per 1,000 person years","COPD/Asthma (PQI5) discharges per 1,000 person years","Bacterial Pneumonia (PQI11) discharges per 1,000 person years","Acute care readmissions (all-cause 30 day) per 1,000 discharges","Post-acute care discharge provider visits (30 day)  per 1,000 discharges","Skilled nursing facility discharges per 1,000 person years","Outpatient ED visits per 1,000 person years","Inpatient ED visits per 1,000 person years","Computed tomography (CT) events per 1,000 person years","Magnetic resonance imaging (MRI) events per 1,000 person years","Primary care services per 1,000 person years","Primary care services with a PCP per 1,000 person years","Primary care services with a specialist per 1,000 person years","Primary care services with a NP/PA/CNS per 1,000 person years","Primary care services with a FQHC/RHC per 1,000 person years",Number of CAH IIs,Number of FQHCs,Number of RHCs,Number of ETA hospitals,Number of other facility types,Number of participating PCPs,Number of participating specialists,Number of participating nurse practitioners,Number of participating physician assistants,Number of participating clinical nurse specialist,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY
A69375,"North Coast Medical ACO, Inc.",07/01/2012,0,0,0,,1,0.5,0.5,,0.033117117%,$88778603.11,$83246557.04,$5532046.06,$2710702.57,,7441,5869.416667,48.41666667,702.3333333,442.0833333,4676.583333,939,2314,1781,1021,3340,2715,5127,145,162,396,11,$214.00,$81272.44,$7916.34,$8937.57,$8608.40,$2640.81,$2366.70,$87.49,$150.32,$59.40,$164.63,$774.61,$0.00,$3522.34,$130.14,$539.60,$195.37,238.184,217.739,2.385,8.348,9.711,5.622,6.985,7.667,113.619,769.650,60.653,559.851,187.071,567.348,297.985,9752.758,4334.843,4425.653,251.303,740.959,0,3,0,0,0,109,133,21,2,0,0.934579004,1.020151916,0.877068324,1.080582043,1.042174044,1.013075498,0.890598784,1.095156524,1.063101207,1.029278319,0.877640555,1.105235806,0.951010085,1.057139582,0.865797208,1.090536684
A98813,"Cumberland Center for Healthcare Innovation, LLC",07/01/2012,0,1,0,2667712,1,0.5,0.5,,0.028638928%,$173492659.10,$168760427.70,$4732231.39,$0.00,,12268,10477.33333,63.75,2086.833333,890.5833333,7436.166667,2558,4628,2656,1039,6260,4621,10658,127,10,10,8,$68.00,$71605.44,$10021.24,$15960.80,$10020.58,$3666.23,$3069.97,$40.31,$219.08,$358.96,$146.15,$1337.65,$0.00,$2886.77,$298.45,$1037.07,$421.52,443.720,395.616,0.954,13.744,33.405,18.707,23.384,29.492,182.035,749.345,137.726,898.320,279.842,751.145,261.612,9561.116,4979.130,3365.837,1201.451,14.698,0,0,0,0,0,37,3,35,1,0,1.021294859,1.128036602,1.098091782,1.096314434,1.062711905,1.143368989,1.113756104,1.078718377,0.981642845,1.125671583,1.125439205,1.084965219,1.042311141,1.146717355,1.152357555,1.089275103
A43014,"Indiana University Health ACO, Inc.",07/01/2012,0,0,0,,1,0.5,0.5,,0.024454382%,$315679780.90,$329093574.30,$-13413793.41,$0.00,,25456,21005.41667,529.75,4760.583333,604.5,15110.58333,6248,9188,4691,1704,12237,9594,16781,4467,152,73,7,$351.00,$72158.25,$10377.32,$12421.03,$8558.33,$3590.64,$3234.56,$176.07,$206.18,$42.25,$141.31,$770.61,$0.00,$2491.85,$95.31,$402.46,$425.89,377.046,352.861,4.903,12.425,6.855,12.473,12.711,9.664,166.290,731.091,61.175,890.247,258.172,747.188,262.789,8416.115,3176.609,4425.858,789.035,24.613,0,1,0,0,0,509,1802,296,13,11,1.01028999,1.413966188,1.102054115,1.060576883,1.020115385,1.350043096,1.168648153,1.036837964,0.986345169,1.363182386,1.094831289,1.023385334,1.00132417,1.310630828,1.067323963,1.047320922
A42388,"Mercy ACO, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.024233775%,$280991405.40,$271958075.90,$9033329.50,$4426331.45,,27662,23683.33333,151.75,3304.75,954.75,19272.08333,4315,10245,6648,3225,14082,10351,23179,618,223,120,18,$275.00,$64555.40,$7811.56,$10126.43,$7277.43,$2539.94,$2406.44,$24.33,$82.45,$43.01,$315.98,$665.67,$0.00,$2393.71,$85.26,$276.54,$284.68,303.070,291.881,0.507,5.067,5.616,14.271,10.387,12.413,142.173,782.388,77.477,620.072,203.426,554.417,205.030,9049.104,3912.882,3866.564,1255.725,13.933,0,0,0,0,2,406,612,169,1,0,0.982523466,1.038635716,1.064805394,1.019992859,1.013072256,1.059682734,1.014296168,1.012201227,1.025672452,1.058544335,0.992064203,1.018993576,1.045727919,1.051420041,0.992722828,1.010696071
A05913,"FPG Healthcare, LLC",07/01/2012,0,0,1,,1,0.5,0.5,,0.036336336%,$64109213.12,$60152044.69,$3957168.43,$1939012.53,,5887,4793.75,90,912.6666667,630.4166667,3160.666667,1188,2200,1160,377,2665,2260,3568,695,102,394,6,$160.00,$72932.16,$7251.74,$8250.61,$7003.58,$2280.51,$2148.40,$71.13,$46.35,$42.73,$161.80,$281.82,$0.00,$3491.49,$78.78,$596.47,$307.85,279.948,266.597,2.086,2.712,8.553,11.682,11.682,5.424,160.757,752.561,27.953,608.918,221.121,639.583,292.673,10062.269,3947.849,5433.325,660.860,20.235,0,0,0,0,0,80,29,9,1,0,1.019297457,1.135759293,1.001280874,1.083736274,1.009150279,1.119226448,0.983333868,1.090407363,1.009123247,1.104553733,0.966434661,1.084009537,0.9870353,1.064045202,0.958743698,1.045281963
A10213,"University of Iowa Affiliated Health Providers, LC",07/01/2012,0,0,0,,1,0.5,0.5,,0.024973799%,$214048603.80,$213649485.90,$399117.81,$0.00,,20262,16945.41667,147.9166667,3179.083333,547.4166667,13071,4058,7034,4338,2165,10023,7572,16711,432,99,88,15,$250.00,$60056.72,$9105.29,$9789.14,$7676.34,$2562.55,$2319.06,$36.44,$91.87,$129.41,$260.07,$557.83,$0.00,$2095.53,$75.38,$215.96,$332.55,313.477,293.118,1.298,6.196,12.865,11.685,8.911,12.629,142.571,758.572,68.691,792.604,212.093,664.132,224.367,8543.903,3440.517,3890.019,1188.286,25.081,0,0,0,0,16,192,1029,154,2,0,1.016450734,1.136478409,1.067076183,1.037969561,1.017864913,1.142789897,1.020937857,1.026982898,1.006890481,1.14539022,0.958986371,1.036535859,0.995864602,1.145377043,0.996322444,0.985701823
A40070,"ProHealth Solutions, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.024749492%,$252373244.00,$262146552.30,$-9773308.28,$0.00,,22505,19569.75,182.5833333,2032,305.0833333,17050.08333,3067,9197,5413,2621,11686,8612,19650,161,66,63,13,$345.00,$88732.55,$8289.49,$14075.38,$8096.23,$3281.91,$2782.59,$128.84,$348.55,$57.42,$347.57,$717.78,$0.00,$2260.30,$94.66,$275.49,$191.22,304.960,276.396,2.708,18.958,6.898,12.673,5.263,7.512,145.715,738.846,72.305,542.930,212.317,567.355,208.281,7544.552,3340.717,3682.520,517.891,3.424,0,0,0,0,4,150,408,69,1,2,1.039564383,1.089382214,1.027964383,0.960961343,1.016804069,1.034340991,1.058846967,0.972951309,1.02448368,1.031736014,1.065231757,0.967021544,1.036478346,1.006958526,1.063895792,0.964805287
A26898,"Accountable Care Options, LLC",07/01/2012,0,0,1,,1,0.5,0.5,,0.034074074%,$115534230.90,$102788044.30,$12746186.53,$6245631.39,,6962,5736.333333,58.58333333,466,509.5,4702.25,633,2227,1957,1062,3481,2398,5099,301,22,360,2,$95.00,$75862.62,$11647.01,$13340.37,$11073.73,$2792.93,$2461.76,$49.52,$165.09,$134.86,$350.86,$715.66,$0.00,$5238.93,$110.68,$1321.89,$235.73,304.899,278.924,1.743,9.588,14.644,15.166,9.065,9.239,172.181,780.025,69.382,616.247,243.012,749.782,419.780,14550.061,5618.572,8179.267,746.819,5.404,0,0,0,0,0,53,4,18,1,0,1.007911219,1.271616859,0.997261024,1.244798123,1.087472109,1.277322499,1.126388256,1.26682248,1.08425948,1.170066332,1.082465997,1.25359822,1.041175998,1.147901116,1.121598197,1.260369842
A79251,"AnewCare Collaborative, LLC",07/01/2012,0,0,1,,1,0.5,0.5,,0.026061412%,$197915616.60,$183840965.80,$14074650.78,$6896578.88,,17346,14407.75,69.33333333,3674.5,912.25,9751.666667,4337,5693,3520,1365,8230,6685,14630,154,18,8,3,$102.00,$78122.73,$7030.49,$12735.20,$8405.76,$2758.27,$2383.99,$55.82,$276.90,$67.50,$199.15,$692.40,$0.00,$2400.31,$237.58,$647.42,$390.84,367.996,338.360,1.805,17.213,10.619,16.241,15.686,19.018,180.513,745.502,74.404,907.498,236.192,741.268,228.696,8813.243,4060.315,3474.588,1222.259,56.081,0,0,0,0,4,321,509,132,4,1,1.046490386,1.055137759,1.044015915,1.078801282,1.010961853,1.013715314,1.104695261,1.078175741,0.996779015,0.992655827,1.083838189,1.073751812,0.987543794,0.974864807,1.093916003,1.07141836
A62480,BHS Accountable Care LLC,07/01/2012,0,0,0,,1,0.5,0.5,,0.026115823%,$207122571.30,$202434635.10,$4687936.28,$0.00,,17210,13974.91667,408.25,2185.916667,1186.416667,10194.33333,3194,6477,3546,1295,7820,6692,11595,1427,131,1015,14,$330.00,$66529.32,$8608.46,$12520.78,$7287.84,$2961.65,$2329.90,$259.50,$371.45,$47.09,$261.72,$446.27,$0.67,$3536.11,$129.50,$725.52,$314.46,296.939,260.090,6.583,23.898,6.297,10.518,8.872,7.942,149.766,693.968,40.713,667.577,204.495,614.343,266.601,9811.879,3704.372,5180.984,904.771,21.752,0,0,0,0,7,164,177,34,0,3,1.044014383,1.176006529,1.032033603,1.019758164,1.040411014,1.162042963,1.041180634,1.016832014,0.997641944,1.173713397,1.097433448,1.019250904,1.03801993,1.130827851,1.08923682,1.005007353
A71891,"ProMedica Physician Group, Inc.",07/01/2012,0,0,0,,1,0.5,0.5,,0.025534907%,$190684911.30,$193035282.00,$-2350370.70,$0.00,,18662,16242.91667,133.5,2764.833333,521.6666667,12822.91667,3537,7117,4151,1884,9332,7357,15256,967,47,102,3,$314.00,$68572.10,$8397.60,$10169.95,$7511.35,$2716.71,$2487.45,$93.53,$71.27,$85.48,$204.12,$633.38,$6.93,$2339.27,$95.73,$357.82,$283.28,308.238,285.707,2.893,4.740,14.529,12.497,11.081,11.204,136.714,758.237,67.164,805.717,195.766,617.462,208.940,8104.388,3525.073,3919.375,651.567,8.372,0,0,0,0,0,109,178,47,1,0,1.037164879,0.987140183,0.996155772,0.988508538,1.03868777,1.037633455,1.030341224,1.035960974,1.023941329,1.04151271,1.079530135,1.031067325,1.040673673,1.058195362,0.991695835,1.013470391
A71489,"Barnabas Health ACO-North, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.029296059%,$171959588.70,$174005311.40,$-2045722.76,$0.00,,11173,9272.416667,215.75,1289.916667,1017.5,6749.25,1789,3807,2629,1350,5816,3759,6619,2292,167,210,6,$281.00,$90388.43,$12249.40,$13219.20,$10442.09,$4015.72,$3613.91,$140.38,$234.50,$91.27,$344.79,$1110.99,$0.00,$4472.46,$428.62,$384.18,$483.00,362.149,336.482,3.775,13.049,8.843,18.226,12.726,7.765,170.562,742.893,86.817,662.610,276.950,754.819,368.512,11088.695,4059.999,6623.624,403.670,1.402,0,0,0,0,0,70,384,77,3,0,1.125245545,1.424272638,1.208889169,1.236494793,1.145120773,1.40609517,1.23716623,1.225539216,1.149954558,1.348166159,1.23358289,1.206954498,1.117534972,1.288240038,1.176651978,1.191751475
A78144,"Coastal Medical, Inc.",07/01/2012,0,1,1,2396392,1,0.5,0.5,,0.029231846%,$135396723.80,$128124203.40,$7272520.38,$3563534.99,,11280,10121.83333,52.16666667,1188.666667,325.0833333,8555.916667,1546,4486,2752,1599,6187,4196,9758,256,29,77,11,$252.00,$91658.12,$8356.26,$9875.88,$8225.40,$2521.61,$2283.77,$34.98,$105.19,$111.88,$220.01,$672.61,$0.00,$2990.47,$179.88,$636.36,$190.82,246.596,226.046,1.087,6.027,13.436,9.386,6.027,4.545,130.113,793.734,68.071,564.522,174.178,665.986,242.940,9860.467,4163.574,4921.638,768.141,7.113,0,0,0,0,0,61,27,25,0,0,1.038150525,1.20729623,1.02218953,1.083302643,1.062955052,1.158613236,1.008113019,1.081462973,1.02852123,1.128972353,1.006421256,1.09069303,1.108438924,1.05891712,0.939610174,1.047209166
A64316,Polyclinic Management Services Company,07/01/2012,0,0,0,,1,0.5,0.5,,0.03125025%,$85223403.84,$90235412.18,$-5012008.33,$0.00,,8749,7482.833333,86.25,545.5,208.5833333,6642.5,919,3648,2072,1048,4150,3537,6431,412,346,19,19,$460.00,$68792.55,$8310.15,$9699.98,$7258.91,$2397.64,$2261.91,$32.36,$84.51,$20.53,$115.99,$501.13,$0.00,$3164.90,$61.89,$267.48,$183.30,223.846,217.030,1.069,4.009,1.737,7.484,4.276,3.876,123.193,786.298,48.244,436.733,133.906,546.317,284.785,9197.318,3229.793,5031.517,924.382,11.627,0,0,0,0,0,83,239,17,0,0,0.936629057,1.191040447,1.037431347,0.933341074,0.943185061,1.14122711,1.024846253,0.923969716,0.939891733,1.136594551,0.920314283,0.918293882,0.925848503,1.115295741,0.926243617,0.907801388
A95753,Independent Physicians' ACO of Chicago LLC,01/01/2013,0,0,,,1,0.5,0.5,,0.027795159%,$180019906.80,$180492566.60,$-472660.00,$0.00,,13674,13212.25,158.5833333,2011.583333,1685.833333,9356.25,2576,5228,3812,2058,7643,6031,10105,1008,1300,359,11,$891.00,$88925.40,$11695.83,$14726.79,$12615.78,$4593.44,$3924.21,$265.59,$404.25,$130.45,$348.60,$2443.54,$0.00,$3761.09,$207.93,$1178.31,$245.23,463.055,419.686,6.660,21.117,15.592,18.241,16.046,12.261,192.790,776.462,189.445,781.018,364.359,748.775,295.256,11769.381,6151.337,4929.516,677.553,10.975,0,0,0,0,0,130,153,12,0,0,1.07656603,1.213062447,1.069078508,1.171830056,1.105087623,1.185264304,1.071815796,1.151461945,1.074597005,1.208470314,1.062306765,1.146488568,1.094239507,1.162788664,1.058790742,1.181138501
A09762,University Hospitals Coordinated Care,07/01/2012,0,0,0,,1,0.5,0.5,,0.022024001%,$647580834.80,$639516651.30,$8064183.58,$0.00,,49759,42892.16667,498.3333333,6212.25,2039,34142.58333,8124,17734,12031,6390,26036,18243,36264,6893,227,68,12,$815.00,$70157.88,$10666.51,$12718.21,$8914.53,$3303.87,$2944.06,$101.86,$128.26,$145.65,$373.34,$1074.67,$11.01,$2719.33,$164.80,$459.59,$260.69,379.696,348.339,3.427,8.090,19.024,17.113,10.118,11.587,169.911,790.690,112.398,779.396,249.300,793.828,260.863,9646.447,4297.475,4441.417,902.636,4.919,0,0,0,0,110,370,1378,129,0,14,1.040233394,1.242741577,1.14521497,1.077830711,1.007857288,1.248008072,1.147231372,1.104920264,1.024871749,1.250530355,1.116419714,1.099146766,1.033745043,1.259643679,1.146070099,1.095574188
A31344,"Greater Baltimore Health Alliance Physicians, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.028154631%,$196672226.10,$197731000.10,$-1058774.04,$0.00,,13075,11214.83333,67.33333333,1090.083333,405.3333333,9652.083333,1573,5045,3165,1820,7053,4550,9928,1366,69,13,2,$225.00,$87912.16,$12750.07,$13676.85,$11252.79,$4347.85,$4202.75,$38.80,$23.29,$93.22,$370.48,$836.82,$0.00,$3375.03,$56.20,$445.72,$233.70,337.410,327.780,1.338,1.248,7.044,12.662,6.331,9.363,139.234,757.100,86.493,635.854,254.128,716.016,273.299,9845.532,3922.216,4777.334,1143.575,2.408,0,0,0,0,1,149,190,42,4,0,1.054512865,1.11948042,1.037108751,1.085058788,1.056992924,1.108801117,1.090022371,1.064520245,1.060900313,1.121104822,1.181963876,1.058818404,1.022656746,1.139927182,0.990338033,1.053521194
A10764,Total Accountable Care Organization,01/01/2013,0,0,,,1,0.5,0.5,,0.031201201%,$123704849.10,$114766764.70,$8938084.00,$4379661.38,,8798,8452.833333,48.25,1599.916667,592.9166667,6211.75,1898,3014,2327,1559,5099,3699,8083,218,77,172,3,$245.00,$109974.71,$11810.37,$17110.91,$12946.35,$4839.49,$3719.87,$383.09,$404.77,$390.01,$485.25,$1876.75,$9.17,$3420.43,$375.38,$886.83,$225.23,434.056,365.795,11.239,21.058,35.846,19.165,11.594,10.647,171.723,809.509,175.444,998.245,331.250,722.006,342.370,13716.111,5692.766,5514.956,2499.517,8.873,0,0,0,0,0,136,305,43,1,2,1.121351549,1.194997954,1.029843802,1.228752981,1.142686536,1.164486629,1.083374357,1.237736661,1.138017386,1.156778036,1.132641434,1.242660656,1.131779311,1.180050299,1.148271115,1.245332514
A55870,"Accountable Care Coalition of Green Mountains, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.033423423%,$71981171.25,$74401783.38,$-2420612.13,$0.00,,7288,6450.5,23.5,845.3333333,260.8333333,5320.833333,1090,2825,1880,849,3718,2926,6453,29,30,5,1,$126.00,$73360.96,$8090.53,$12733.60,$7390.26,$2364.67,$2215.94,$4.83,$131.16,$12.73,$157.91,$770.91,$0.00,$2258.27,$112.41,$366.96,$237.61,229.130,221.378,0.155,6.356,1.240,9.457,6.201,6.821,122.072,788.502,69.452,570.188,167.739,456.864,164.018,9016.975,4652.508,3076.816,1274.940,12.712,0,0,0,0,0,37,3,14,0,0,1.086236444,0.996585642,0.903044126,0.898732267,1.116966162,0.993044167,0.9493965,0.889808317,0.974843576,0.944009853,0.996502726,0.895422931,1.195863917,1.035525997,0.936642455,0.901918957
A59256,"Maine Community Accountable Care Organization, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.031318318%,$84360336.14,$82457631.52,$1902704.61,$0.00,,8681,6844.333333,15.66666667,2091.25,1607.166667,3130.25,2317,2464,1593,649,3863,3160,6892,20,11,7,13,$80.00,$55694.84,$6735.31,$9847.66,$7200.80,$2610.19,$2410.43,$0.00,$152.26,$52.21,$148.33,$483.41,$0.00,$1513.34,$197.57,$284.04,$336.95,272.927,257.293,0.000,8.766,6.867,9.643,9.789,8.474,137.636,801.256,58.150,977.451,150.051,443.725,227.780,7892.807,263.868,2345.298,574.490,4709.151,0,20,0,0,0,64,83,47,1,0,1.032361588,0.940201463,0.891089539,0.913919778,1.012923693,0.925590184,0.895247363,0.923333073,1.038776611,0.929506437,0.926562194,0.929465676,0.989159134,0.946369121,0.924197017,0.99555326
A13682,"Accountable Care Coalition of Syracuse, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.027565313%,$133047091.60,$135514524.00,$-2467432.46,$0.00,,14057,12160.33333,60.25,1482.75,368.5833333,10248.75,1959,4695,3820,1972,7324,5122,11782,323,45,32,19,$245.00,$65498.63,$6974.07,$8577.08,$7162.05,$2172.72,$2073.89,$0.00,$86.84,$20.14,$48.54,$536.40,$0.00,$3080.58,$96.71,$459.66,$263.52,253.940,246.457,0.000,4.934,2.549,15.296,8.059,9.704,138.178,770.386,58.140,482.059,185.439,750.062,231.573,9556.646,4120.857,4149.722,1275.541,10.526,0,0,0,0,0,58,25,33,1,0,0.985400492,1.012460015,0.962969231,1.020940985,1.014358967,0.989996088,0.954012248,1.0190833,0.987108763,0.963222779,0.95293294,1.024403361,0.980495389,0.944440756,0.923277841,1.018015263
A05247,"Essential Care Partners, LLC",07/01/2012,0,0,0,,1,0.5,0.5,,0.029280456%,$119865874.80,$118307122.00,$1558752.75,$0.00,,11199,8608.666667,194.9166667,3171.916667,1957.166667,3284.666667,3858,3208,1413,459,5100,3838,5872,1196,56,1629,10,$175.00,$65096.44,$7551.34,$9023.36,$7140.70,$2924.21,$2259.22,$239.69,$289.84,$169.60,$130.41,$324.95,$15.38,$2146.87,$155.56,$1223.55,$289.84,306.400,259.476,6.504,16.493,23.462,11.499,13.822,7.782,149.381,657.277,28.456,1021.178,214.991,561.578,220.682,7617.949,380.503,3034.380,274.227,3928.840,0,39,0,0,0,131,162,57,0,0,1.01278477,1.003942999,0.825316901,0.889722591,1.011721463,0.96053654,0.803861318,0.891652773,0.995181685,0.952516991,0.805980622,0.902777575,0.966702914,0.984037982,0.829401963,0.930120336
A14573,MaineHealth Accountable Care Organization,07/01/2012,0,0,0,,1,0.5,0.5,,0.022172606%,$586076505.90,$566879682.70,$19196823.17,$9406443.35,,48273,40909.41667,192.6666667,7976.666667,6041.5,26698.58333,9476,14938,11515,6434,23849,18514,41351,184,147,51,40,$590.00,$72856.80,$8460.59,$11682.00,$8517.93,$2865.79,$2509.64,$9.04,$258.96,$94.46,$310.37,$861.81,$0.00,$2337.46,$185.04,$462.74,$271.46,295.458,270.402,0.220,14.764,10.071,13.004,8.727,10.315,139.996,774.540,96.188,889.184,191.130,508.954,217.505,8955.346,3530.385,3566.685,1424.073,434.203,3,0,8,0,5,377,1289,218,3,5,1.076476846,1.05812457,0.984692606,1.000420872,1.07687675,1.040807489,0.981838652,1.0005232,1.044534053,1.025492254,0.990651696,0.998816815,1.02196173,1.041951181,0.985546735,1.013031178
A67273,"Iowa Health Accountable Care, L.C.",07/01/2012,0,0,1,,1,0.5,0.5,,0.02%,$954561835.90,$966732386.10,$-12170550.23,$0.00,,86134,72431.41667,431.25,8887.166667,2358.166667,60754.83333,11856,30748,21230,11047,43640,31241,71343,2233,268,190,40,$807.00,$73676.60,$8803.57,$12008.12,$8385.70,$2915.07,$2615.56,$77.88,$183.22,$61.87,$338.84,$885.11,$0.00,$2503.52,$100.96,$372.31,$295.18,329.687,309.364,1.960,10.824,7.538,12.632,9.015,12.204,145.247,764.383,91.893,734.754,211.963,645.733,226.970,8655.903,2968.836,3685.353,1103.829,897.885,0,0,18,0,8,606,965,287,1,1,1.048886785,1.058511873,1.033912173,1.019225883,1.011098838,1.062900396,1.03849148,1.018512387,1.034668838,1.063542869,1.048975887,1.014290694,1.032171763,1.080186213,1.03260992,1.011709822
A55185,"Physician Organization of Michigan ACO, LLC",01/01/2013,0,0,,,1,0.5,0.5,,0.02%,$689377431.70,$684717395.90,$4660036.00,$0.00,,80734,78434.08333,607.0833333,14240.91667,3165.416667,60420.66667,17677,32299,20957,9801,45620,35114,72461,6011,483,330,185,$1264.00,$70266.51,$7849.37,$10406.33,$8231.24,$2823.21,$2513.06,$92.05,$158.22,$88.51,$208.86,$472.89,$0.00,$2777.23,$95.86,$454.63,$294.60,304.031,282.294,2.601,9.065,10.072,12.341,7.841,7.522,141.228,756.531,48.970,746.812,224.157,627.109,204.000,8363.128,3802.893,3702.556,669.297,188.383,0,6,0,0,0,1263,3824,446,3,1,1.043728438,1.015230625,0.989337229,1.014077462,1.034606848,1.010783467,1.004196493,1.037755243,1.055443454,1.016433556,1.019462628,1.039404715,1.025587763,1.0178385,0.981827735,1.044610699
A75525,"Accountable Care Coalition of Western Georgia, LLC",01/01/2013,0,0,,,1,0.5,0.5,,0.032594595%,$75650688.98,$74123356.92,$1527332.00,$0.00,,7702,7492.166667,186.75,1125.916667,208.75,5970.75,1515,3215,2182,790,4665,3037,5035,2498,55,37,1,$76.00,$67579.48,$8753.90,$12097.73,$8226.99,$2911.50,$2229.66,$164.02,$508.15,$44.24,$554.75,$241.63,$0.00,$3216.30,$150.14,$552.83,$358.78,302.316,264.143,4.672,28.430,5.072,16.017,9.877,10.411,150.665,745.722,34.970,644.673,186.862,597.958,374.391,12051.120,5804.729,5813.405,426.045,6.941,0,0,0,0,0,36,24,15,0,0,0.949326276,1.226379125,1.034285747,1.085829649,0.980576624,1.233525371,1.016524749,1.101724297,0.961086729,1.19422536,1.02826303,1.110455815,0.987324856,1.13662784,1.024467036,1.125673849
A33458,Medicare Value Partners,01/01/2013,0,0,,,1,0.5,0.5,,0.024886196%,$241668753.10,$241093844.30,$574909.00,$0.00,,21138,20539.66667,151.1666667,1843.416667,962.5,17582.58333,2445,7835,6613,4245,12583,8555,17762,1912,358,470,5,$631.00,$89404.17,$10959.16,$16115.41,$10912.24,$3860.91,$3223.40,$202.01,$432.55,$76.62,$316.22,$1730.69,$3.16,$3281.83,$139.36,$1025.46,$194.79,375.858,337.201,4.577,25.171,8.861,17.527,9.737,9.250,160.761,782.297,139.097,672.893,287.200,638.813,241.825,9914.864,4783.232,4481.134,645.142,5.355,0,0,0,0,0,397,513,66,3,4,1.108318602,1.201686965,1.098899569,1.0757725,1.085995362,1.167993255,1.106846002,1.063132086,1.07383197,1.122844784,1.10290894,1.0816332,1.061649447,1.119152772,1.112447231,1.10463917
A51314,"Healthcare Provider ACO, Inc.",07/01/2012,0,0,0,,1,0.5,0.5,,0.024068669%,$498653672.80,$487171239.10,$11482433.67,$0.00,,29313,23508,324.0833333,3619.333333,4429.666667,15134.91667,4545,9303,6569,3839,14438,9818,16964,4263,754,971,49,$1255.00,$101509.76,$11543.56,$15217.78,$12182.46,$4668.25,$4113.72,$20.99,$231.52,$328.68,$172.99,$1993.14,$0.00,$5011.22,$254.39,$705.83,$262.80,426.280,392.802,0.638,10.847,21.993,14.931,11.741,8.295,187.069,810.415,121.576,721.542,338.183,716.097,322.443,13700.187,6875.404,6388.336,399.268,37.179,0,11,0,0,0,301,264,56,1,0,1.076324901,1.14642763,1.237488622,1.263577849,1.110292372,1.127738996,1.166727798,1.24092172,1.085458078,1.13772579,1.163117036,1.235215221,1.101719871,1.126379595,1.173703216,1.238011204
